no. of analyses,Year,Lat oN,Long oE,Min. Depth (mbls.),Max. Depth (mbls.),Depth,cellsPer_rounded,cellsPer,S.D. (cells/gram or cells/mL),MethodTC,MethodDescription,MethodCM,T (oC),pH,Eh,Salinity (M),Ionic Strength (M),SOC  (ppm),DOC (ppm),NH4 or N (ppm),NO3 (ppm),porosity (%),conductivity (m/sec),Biomass Correlation?,Most Abundance Isolates or Phyla,gas concentrations,Sample_Type,Simplified_Rock_Type,rock type,Formation,Formation age,Citation,Na (M),Cl (M),Ca (M),Unnamed: 36,TDS ppm,meanHF,medianHF,mast,tcon,z85med,z122med,z85mean,z122mean,rechargeFull,rechargeType,rechargeVolume,crustTypeCompleteInfo,crustTypeMin1,crustType,crustTypeFull,crustScheme2,combined_cv,combined_cr_icefull,combined_cr,rechargeShort,crust,lat_grid,lon_grid,gradient
1,1983.0,31.056,-93.21,,,1.2,15000000.0,15000000.0,3.00E+06,AODC,,direct,20.0,4.1,,,,530,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,53.1300011,52.25,18.3,2.5,3.19138756,4.961722488,3.138528074,4.879540648,major_100-300_mm/a,major,high,D-,Platform,Platform,D-,Craton,Craton high,Craton major,Craton major,major high,Craton,31.0,-93.0,31.34265899658203
1,1983.0,31.056,-93.21,,,5.1,8900000.0,8900000.0,7.60E+06,AODC,,direct,20.0,4.9,,,,160,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,53.1300011,52.25,18.3,2.5,3.19138756,4.961722488,3.138528074,4.879540648,major_100-300_mm/a,major,high,D-,Platform,Platform,D-,Craton,Craton high,Craton major,Craton major,major high,Craton,31.0,-93.0,31.34265899658203
1,1986.0,33.2869,-81.7219,0.0,220,1.0,251000000.0,251188643.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.2,5.7,416.0,,,,52.8,2.84,,,,,,,core,soil,soil,Upland,Cretaceous,P29 Sinclair&Ghiorse 1989 - detection limit of 5x10^5 cells/gram,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,0.0,220,8.0,100000000.0,100000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.3,5.7,409.0,,,,1.9,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Tobacco Road,Cretaceous,P29 Sinclair&Ghiorse 1989 - detection limit of 5x10^5 cells/gram,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,29.0,5010000.0,5011872.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.5,5.7,454.0,,,,2.8,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Dry Branch,,chemistry is on pore water,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,39.0,31600000.0,31622777.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.6,7.4,420.0,,,,2.9,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Conagree,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,66.0,3980000.0,3981072.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.9,3.4,512.0,,,,2.9,0.09,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,94.0,10000000.0,10000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.2,5.7,440.0,,,,0.9,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,115.0,3980000.0,3981072.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.4,4.3,508.0,,,,0.8,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Black Creek,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,141.0,3160000.0,3162278.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.6,5.5,458.0,,,,0.9,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Black Creek,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,151.0,12600000.0,12589254.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.8,6.4,465.0,,0.0003,"7,300",3.2,0.09,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,176.0,15800000.0,15848932.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.0,5.8,485.0,,0.0003,"7,300",1.3,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,181.0,5010000.0,5011872.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.1,4.1,546.0,,0.0003,"7,300",2.6,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,187.0,31600000.0,31622777.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.1,6.1,477.0,,0.0003,"7,300",0.5,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,200.0,15800000.0,15848932.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,7.1,452.0,,0.0003,"7,300",2.8,0.1,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2869,-81.7219,,,213.0,63100000.0,63095734.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.4,6.0,460.0,,0.0003,"7,300",1.4,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,0.0,220,1.0,251000000.0,251188643.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.2,5.3,471.0,,,,15.6,0.93,,,,,,,core,soil,soil,Tobacco Road,Cretaceous,P28 Sinclair&Ghiorse 1989,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,0.0,220,14.3,3980000.0,3981072.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.3,6.5,472.0,,,,8.8,0.07,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Tobacco Road,Cretaceous,P28 Sinclair&Ghiorse 1989,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,31.4,39800000.0,39810717.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.5,6.1,245.0,,,,3.3,0.11,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Dry Branch,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,58.8,50100000.0,50118723.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.8,7.6,175.0,,,,7.9,0.71,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Conagree,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,71.6,20000000.0,19952623.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.9,5.6,420.0,,,,3.1,0.21,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Williamsburg,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,111.9,63100000.0,63095734.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.3,6.9,59.0,,,,3.7,0.06,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,114.6,3980000.0,3981072.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.4,6.0,447.0,,,,3.3,0.1,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,134.0,39800000.0,39810717.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.6,6.6,243.0,,,,4.1,0.08,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,162.5,20000000.0,19952623.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.9,6.1,370.0,,,,3.7,0.08,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Black Creek,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,180.0,5010000.0,5011872.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.1,5.7,418.0,,0.0004,"7,300",5.8,0.12,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,181.7,1000000.0,1000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.1,4.7,514.0,,0.0004,"7,300",2.0,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,191.0,31600000.0,31622777.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.2,6.6,388.0,,0.0004,"7,300",6.0,0.31,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,203.3,2000000.0,1995262.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,203.3,50100000.0,50118723.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,204.2,1000000.0,1000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,4.9,471.0,,0.0005,"7,300",1.9,0.37,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,214.0,15800000.0,15848932.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.4,6.9,222.0,,0.0005,"7,300",7.2,1.9,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2914,-81.6744,,,216.0,5010000.0,5011872.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.4,6.2,184.0,,0.0005,"7,300",5.6,,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.5,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,0.0,270,1.0,316000000.0,316227766.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.2,5.0,395.0,,,,62.0,1.6,,,,,,,core,soil,soil,Upland,Cretaceous,P24 Sinclair&Ghiorse 1989,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,0.0,270,34.0,10000000.0,10000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.5,6.6,458.0,,,,2.8,0.07,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Tobacco Road,Cretaceous,P24 Sinclair&Ghiorse 1989,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,45.0,3160000.0,3162278.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.6,6.1,469.0,,,,2.7,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Dry Branch,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,58.0,5010000.0,5011872.0,,AODC,cells desorbed with Na pyrophosphate ,direct,19.8,6.2,459.0,,,,2.0,0.05,,,,,,,core,"clay, sand, gravel, and/or silt",sand/clay,Dry Branch,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,91.0,12600000.0,12589254.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.1,8.0,243.0,,,,5.6,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Conagree,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,118.0,14100000.0,14125375.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.4,6.9,309.0,,,,2.1,0.08,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Ellenton,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,139.0,12600000.0,12589254.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.6,6.4,318.0,,,,4.4,,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Ellenton,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,145.0,10000000.0,10000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,20.7,6.2,489.0,,,,2.7,0.15,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,180.0,12600000.0,12589254.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.1,6.9,467.0,,,,2.6,0.07,,,,,,,core,"clay, sand, gravel, and/or silt",sand,PeeDee,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,200.0,14100000.0,14125375.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,7.3,429.0,,,,1.5,0.06,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Black Creek,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,204.0,10000000.0,10000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.3,4.6,417.0,,,,3.7,,,,,,,,core,"clay, sand, gravel, and/or silt",silt/clay,Black Creek,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,234.0,3160000.0,3162278.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.6,4.7,470.0,,0.001,"7,300",2.2,0.54,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,244.0,31600000.0,31622777.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.7,5.4,358.0,,0.001,"7,300",1.5,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,251.0,10000000.0,10000000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.8,,,,0.001,"7,300",,0.12,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,255.0,31600000.0,31622777.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.8,5.1,420.0,,0.001,"7,300",1.7,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1986.0,33.2297,-81.575,,,265.0,15800000.0,15848932.0,,AODC,cells desorbed with Na pyrophosphate ,direct,21.9,6.4,383.0,,0.001,"7,300",3.2,0.1,,,,,,,core,"clay, sand, gravel, and/or silt",sand,Middendorf,,,,,,,,54.0099983,54.0,17.05,2.5,3.145833333,4.858796296,3.145250978,4.857896839,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,33.0,-81.5,15.8571428571429
1,1987.0,38.5858,-76.9008,0.0,184,14.0,50100000.0,50118723.0,,AODC,cells desorbed with Na pyrophosphate ,direct,14.3,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",silt,Patapsco,Cretaceous,Chapelle et al. 1987,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
1,1987.0,38.5858,-76.9008,,,20.0,79400000.0,79432823.0,,AODC,cells desorbed with Na pyrophosphate ,direct,14.4,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
1,1987.0,38.5858,-76.9008,,,25.0,6310000.0,6309573.0,,AODC,cells desorbed with Na pyrophosphate ,direct,14.6,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",silt,,,,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
1,1987.0,38.5858,-76.9008,,,38.0,631000.0,630957.0,,AODC,cells desorbed with Na pyrophosphate ,direct,14.8,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
1,1987.0,38.5858,-76.9008,,,40.0,631000.0,630957.0,,AODC,cells desorbed with Na pyrophosphate ,direct,14.9,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
1,1987.0,38.5858,-76.9008,,,60.0,100000.0,100000.0,,AODC,cells desorbed with Na pyrophosphate ,direct,15.3,,,,,,,,,,,,,,core,"clay, sand, gravel, and/or silt",sand,,,,,,,,,51.0699997,46.0,12.0,2.5,3.967391304,5.97826087,3.573526553,5.384766039,major_100-300_mm/a,major,high,E-,Platform,Platform,E-,Craton,Craton high,Craton major,Craton major,major high,Craton,38.5,-77.0,15.8571428571429
